usahawanid,namasyarikat,nodaftarssm,tahunmulaoperasi,bilanganpekerja,alamat1_ssm,alamat2_ssm,alamat3_ssm
J00166,ATINTAN LELA ENTERPRISE,201603330754(JM0785980-M),2017,2,"JM 1, KG SRI LUKUT, KAHANG","KLUANG, 86700","KLUANG, JOHOR"
J00167,D ANIZ FIRST CHOICE ENTERPRISE,JM0562815-K,2015,1,"NO. 10, JALAN BERLIAN 11,  TAMAN RENGGAM JAYA,","SIMPANG RENGGAM, 86200","KLUANG, JOHOR"
J00168,,,2013,1,"NO.43-B KG. PAYA BESAR, SEGAMAT","SEGAMAT, 85000","SEGAMAT, JOHOR"
J00169,D NARZ SILK HOUSE,JM0489950-U,2017,6,"9 JALAN ANGGERIK 3, TAMAN ANGGERIK,","KLUANG, 86000","KLUANG, JOHOR"
J00170,NOR'AZAH BINTI A AZIZ,003088692-T,2016,1,"KAMPUNG KUALA PAYA, BULOH KASAP, 85000 SEGAMAT","SEGAMAT, 85000","SEGAMAT, JOHOR"
J00171,NORAZAMRI BIN MARDI,,2010,1,"POS 47, KAMPUNG SAHARI 3","KLUANG, 86200","KLUANG, JOHOR"
J00172,IWAN AUTO INOVATIF,JM0510291-X,2017,1,,"SIMPANG RENGAM, 86200","KLUANG, JOHOR"
J00173,HAMIDAH J ENTERPRISE,MA0104937-D,2015,1,"KAMPUNG JAWA, 85000 SEGAMAT","SEGAMAT, 85000","SEGAMAT, JOHOR"
J00174,SAJIAN ANA,JM0577146-H,2017,1,"LOT PTD 1957, JALAN RIDA, KG SRI LUKUT, KAHANG","KLUANG, 86700","KLUANG, JOHOR"
J00175,,,2015,0,"LORONG 4 JLN PINGGIR JAYA KM 45 JALAN MERSING, KG SRI LUKUT, KAHANG","KLUANG, 86700","KLUANG, JOHOR"
J00176,,,2017,2,"NO.111, KG MELAYU BT 4 PALOH,","KLUANG, 86600","KLUANG, JOHOR"
J00177,,,2005,3,"NO 100, BATU 3, JALAN BULOH KASAP, 85000 SEGAMAT, JOHOR","SEGAMAT, 85000","SEGAMAT, JOHOR"
J00178,ADILIA BARDIN ENTERPRISE,JR0102074-X,2017,1,"LOT 585, JALAN IMAM, KAMPUNG GUDANG GARAM, 85000 SEGAMAT, JOHOR.","SEGAMAT, 85000","SEGAMAT, JOHOR"
J00179,AJ SUGEH ENTERPRISE,JM0817306-D,2017,1,NO 115A JALAN SIANTAN KG CHOKRO SIMPANG RENGGAM 86200 KLUANG JOHOR,"SIMPANG RENGGAM, 86200","KLUANG, JOHOR"
J00180,SYAHIZA ENTERPRISE,JR0097347-K,2018,1,"NO 28 A, KAMPUNG KUBU DEDAP, 85200 JEMENTAH, SEGAMAT, JOHOR","JEMENTAH, 85200","SEGAMAT, JOHOR"
J00181,BZ GLOBAL VENTURES,JR0068639-K,2016,3,"NO 34, LORONG KARIMAN, JALAN GENUANG BARU, 85000 SEGAMAT, JOHOR","SEGAMAT, 85000","SEGAMAT, JOHOR"
J00182,,,2016,0,"115 JALAN SEKOLAH, KG MELAYU CHAMEK,","KLUANG, 86000","KLUANG, JOHOR"
J00183,PEANUTS MAWAR ENTERPRISE,JM0723306-X,2017,0,"NO 2B, KG BARU,","RENGGAM, 86300","KLUANG, JOHOR"
J00184,SHAHZIN ENTERPRISE,MA0145413-M,2010,4,"NO. 43, PUSAT KOMERSIAL SRI UTAMA, JALAN UTAMA 3/2, TAMAN UTAMA, 85000 SEGAMAT, JOHOR","SEGAMAT, 85000","SEGAMAT, JOHOR"
J00185,ABG SENYUMMMM ENTERPRISE,JR0099759-K,2018,2,"NO. 52, JALAN UTAMA, KAMPUNG USAHA JAYA, 85300, LABIS, JOHOR.","LABIS, 85300","SEGAMAT, JOHOR"
J00186,,,2016,1,"BATU 13, KAMPUNG KUBU DEDAP 85200 JEMENTAH, JOHOR","JEMENTAH, 85200","SEGAMAT, JOHOR"
J00187,,,2015,0,"NO. 65, JLN UTAMA TAMAN JEMENTAH BARU JEMENTAH","JEMENTAH, 85200","SEGAMAT, JOHOR"
J00188,RAFI'AH BINTI MAHMOD,JR0110377-P,2016,3,"NO 20, SIMPANG JABI, 85000 SEGAMAT, JOHOR","SEGAMAT, 85000","SEGAMAT, JOHOR"
J00189,RAMLAH COLLECTION,JM0714262-M,2016,0,"13, JALAN SERI IMPIAN 1/1, BANDAR SERI IMPIAN,","KLUANG, 86000","KLUANG, JOHOR"
J00190,PERNIAGAAAN NUR KHAWARIZ,JR0023583-T,2010,3,"NO.116 LOT 1725 JLN BESAR, KG. SAWAH BARU LABIS","LABIS, 85300","SEGAMAT, JOHOR"
J00191,,,2016,1,"KAMPUNG BUKIT KLEDANG, 85200 SEGAMAT, JOHOR","JEMENTAH, 85200","SEGAMAT, JOHOR"
J00192,HQR ENTERPRISE,,2017,2,"NO 10, KAMPUNG PAYA LUAS, 85100 BATU ANAM, JOHOR","SEGAMAT, 85100","SEGAMAT, JOHOR"
J00193,,,2014,0,"NO 30, JALAN AMAN 1, TAMAN HARMONI, 85200 JEMENTAH, SEGAMAT, JOHOR","JEMENTAH, 85200","SEGAMAT, JOHOR"
J00194,,,2017,0,NO 35 KAMPUNG MELAYU BT 4 PALOH,"KLUANG, 86600","KLUANG, JOHOR"
J00195,ROHANA THALIB,JR0101164-H,2017,1,"NO. 10, KAMPUNG BUKIT KLEDANG, 85200 JEMENTAH, JOHOR","JEMENTAH, 85200","SEGAMAT, JOHOR"
J00196,,,2014,1,NO. 22 JLN UTAMA KG. BKT. KLEDANG JEMENTAH,"JEMENTAH, 85200","SEGAMAT, JOHOR"
J00197,KAY JAY GEMILANG,JR0032708-K,2013,0,"LOT 481-A, JALAN MARYANI, KG. JAWA, 85000 SEGAMAT, JOHOR","SEGAMAT, 85000","SEGAMAT, JOHOR"
J00198,RZAA AVIARY BUDGIE ENTERPRISE,JR0108860-H,,,"KG PAYA LEBAR, 85200 JEMENTAH, JOHOR","JEMENTAH, 85200","SEGAMAT, JOHOR"
J00199,ROKIAH 74 ENTERPRISE,202003120853(JR0110453-K),2017,0,NO 74 KAMPUNG MELAYU BATU 4,"PALOH, 86600","KLUANG, JOHOR"
J00200,YUSOF MESBAEM RESOURCES,JR0095180-U,2016,2,"KAMPUNG BATU 11, JALAN MUAR, JEMENTAH, 85200 SEGAMAT, JOHOR.","JEMENTAH, 85200","SEGAMAT, JOHOR"
J00201,,,2017,0,"KAMPUNG KUALA PAYA, BULOH KASAP, 85000 SEGAMAT","SEGAMAT, 85000","SEGAMAT, JOHOR"
J00202,ROSIDAH BINTI ATAN @ MOHAIN,JR0108416-D,2016,2,"NO 4, JALAN PENGELUARAN PRODUK PERTANIAN, KAMPUNG TENANG 85300 LABIS, JOHOR.","LABIS, 85300","SEGAMAT, JOHOR"
J00203,ROSE SAAD ENTERPRISE,MA0157516-T,2015,0,"NO. 40, JLN BADIK 1 PERUMAHAN AWAM LABIS","LABIS, 85300","SEGAMAT, JOHOR"
J00204,SAPINAH BINTI M SALLEH,JR0098528-W,2016,0,NO 8/73 KUARTERS FELCRA BATU 3 ½ 86600 PALOH KLUANG JOHOR,"KLUANG , 86600","KLUANG, JOHOR"
J00205,,,2010,0,"NO. 8, JALAN MAWAR 1, PERUMAHAN AWAM FASA 2, BUKIT SIPUT, 85020 SEGAMAT, JOHOR","SEGAMAT, 85020","SEGAMAT, JOHOR"
J00206,ISMAHANI ENTERPRISE,JM,2013,0,JT 159 JLN TEMEGOL LORONG 3 KM 45,"KLUANG, 86700","KLUANG, JOHOR"
J00207,KEDAI MAKAN ZUBIR,2.02E+11,2013,2,NO 25 KM 45 KAMPUNG SRI LUKUT,"KAHANG, 86700","KLUANG, JOHOR"
J00208,D'RASA CATERING,JM0727806-H,2017,4,"NO.4 JLN EMPANGAN AIR,KG ULU BENUT,SIMPANG RENGGAM","SIMPANG RENGGAM, 86200","KLUANG, JOHOR"
J00209,ROZIANA ENTERPRISE,JS-2015-0152835,2016,0,"NO 3 JALAN ERA 6, TAMAN ERA,","SIMPANG RENGGAM, 86200","KLUANG, JOHOR"
J00210,,,2017,0,NO 140 FELCRA BATU 3 1/2,"KLUANG, 86609","KLUANG, JOHOR"
J00211,,,2014,0,113 JALAN SEKOLAH KAMPUNG MELAYU,"KLUANG , 86000","KLUANG, JOHOR"
J00212,JRAZ MAJU ENTERPRISE,JR0098076-K,2015,1,"KG. PAYA LEBAR, 85100 BATU ANAM, SEGAMAT, JOHOR","SEGAMAT, 85100","SEGAMAT, JOHOR"
J00213,KEDAI MAKAN SALIAH,2.00E+11,2014,5,NO 50 JLN TEMANGGONG. PALOH KLUANG,"KLUANG, 86600","KLUANG, JOHOR"
J00214,SAHIR DALI ENTERPRISE,,2010,2,"LOT 1274, KG. BUKIT GELANG CHINCHIN, 85000 SEGAMAT, JOHOR","SEGAMAT, 85000","SEGAMAT, JOHOR"
J00215,ANGAH RADIATOR SERVICE TRADING,JM0782839-X,2015,2,"NO 440 JLN SERI IMPIAN 7/17, BANDAR SERI IMPIAN,","KLUANG, 86000","KLUANG, JOHOR"
J00216,,,2011,1,"NO. 32, JALAN JALAK, KAMPUNG SEPINANG, 85000 SEGAMAT","SEGAMAT, 85000","SEGAMAT, JOHOR"
J00217,SARAF ENTERPRISE,JR0108442-X,2016,2,NO 24 JLN TEMENGGONG PALOH,"KLUANG, 86600","KLUANG, JOHOR"
J00218,SALLEH PALLET ENTERPRISE,JR0063935-M,2010,3,NO.1 JLN. PUTRA BANDAR PUTERA 1/57 SEGAMAT,"SEGAMAT, 85000","SEGAMAT, JOHOR"
J00219,,,2013,2,"KAMPUNG MELAYU BUKIT SIPUT, 85000 SEGAMAT","SEGAMAT, 85000","SEGAMAT, JOHOR"
J00220,MINAN CATERING,JM0634168-H,2016,1,"NO 9 JLN CEMPAKA, KG MELAYU,","RENGGAM, 86300","KLUANG, JOHOR"
J00221,SAMSUDIN BIN RAHMAT @ AHMAD,,2016,2,KAMPUNG BUKIT KLEDANG 85200 SEGAMAT,"JEMENTAH, 852000","SEGAMAT, JOHOR"
J00222,SARIMAH BINTI BAKRI,JM0814849-X,2015,1,"NO 1,JLN 1 KAMPONG MELAYU NIYOR","KLUANG, 86000","KLUANG, JOHOR"
J00223,PERNIAGAAN SARIMAH HAMALEE,JR0067814-A,2009,2,"PTD 976, JALAN SG. SIPUT, KG. BATU 11, JEMENTAH, 85200 SEGAMAT, JOHOR","JEMENTAH, 85200","SEGAMAT, JOHOR"
J00224,SARINA AZIZ ENTERPRISE,JR0076524-M,,,,,"SEGAMAT, JOHOR"
J00225,,,2013,0,"104 FELCRA BATU 31/2 , PALOH","KLUANG, 86600","KLUANG, JOHOR"
J00226,SAYDATULAKMA BIN ISMAIL,,2015,0,"KG. SEPINANG, BULOH KASAP, 85000 SEGAMAT, JOHOR","SEGAMAT, 85000","SEGAMAT, JOHOR"
J00227,,,2008,3,"NO. 28, KG. SEPINANG 85000 SEGAMAT","SEGAMAT, 85000","SEGAMAT, JOHOR"
J00228,RIWARIWI SERANEO ENTERPRISE,MA0179579-X,2017,2,"TL 12, KAMPUNG SRI GAJAH, 85400 CHAAH, SEGAMAT, JOHOR","CHAAH, 85400","SEGAMAT, JOHOR"
J00229,PYEY JAYA ENTERPRISE,MA0074703-T,2007,3,"NO. 36, JALAN NO.3, KAMPUNG MELAYU RAYA, 85000 SEGAMAT, JOHOR","SEGAMAT, 85000","SEGAMAT, JOHOR"
J00230,EMMA AZHAR ENTERPRISE,JM0892236-M,2013,0,NO 1 KAMPUNG SC,"KLUANG, 86000","KLUANG, JOHOR"
J00231,MAJU CT ENTREPRISE,JM0544415-V,2017,1,"128 JALAN GIGIH 6, TAMAN SRI LAMBAK,","KLUANG, 86000","KLUANG, JOHOR"
J00232,,,2010,1,"KG. SRI JERAM, JERAM PANAJANG, GEMAS BARU, 85000 SEGAMAT","SEGAMAT, 85000","SEGAMAT, JOHOR"
J00233,SARI CAKE & COOKIES,JR0010113-U,2015,2,NO 7 TAMAN DESA SEJAHTERA4 TAMAN DESA SEJAHTERA,"SIMPANG RENGGAM, 86200","KLUANG, JOHOR"
J00234,SNA BARAKAH TRADING,003006663-D,2017,1,"NO. 7, JALAN AWANG, PEKAN AIR PANAS, 85300 LABIS, JOHOR.","LABIS, 85300","SEGAMAT, JOHOR"
J00235,GADIL MASTER ENTERPRISE,JM0928850-H,2017,2,NO 161 KAMPUNG TENGAH DALAM,"KLUANG, 86009","KLUANG, JOHOR"
J00236,NUR ANAN UNGGUL ENTERPRISE,JR0064182-T,2015,2,"NO 1, JALAN ASTAKAJAYA 2/4, TAMAN ASTAKAJAYA 2, 85020 SEGAMAT, JOHOR","SEGAMAT, 85020","SEGAMAT, JOHOR"
J00237,,,2015,0,"NO 4, LORONG SATU, KG MOHD AMIN,","SIMPANG RENGGAM, 86200","KLUANG, JOHOR"
J00238,IHLAM MI ENTERPRISE,JM0422135-U,2011,2,NO. 3 JLN PEWANA 4 TMN PEWANA KG TENGAH SEGAMAT,"SEGAMAT, 85000","SEGAMAT, JOHOR"
J00239,SUKHAIMI BIN KASWAN,002196733-T,2016,0,"NO 67, JALAN BELIMBING,KG PERAK,","SIMPANG RENGGAM, 86200","KLUANG, JOHOR"
J00240,SYUKUR JEMENTAH ENTERPRISE,,2016,2,"NO. 44, KAMPUNG BUKIT KLEDANG, 85200 JEMENTAH, JOHOR.","JEMENTAH, 85200","SEGAMAT, JOHOR"
J00241,MP TAILOR,JR0110721-P,2013,1,"NO 43, KAMPUNG MENSUDUT PINDAH,81500 BATU ANAM, SEGAMAT, JOHOR","SEGAMAT, 81500","SEGAMAT, JOHOR"
J00242,SUZALINA BINTI MOHAMAD,NS0018898-M,2014,3,"NO120, KG MELAYU CHAMEK,","PALOH, 866000","KLUANG, JOHOR"
J00243,,,2017,0,"SUNGAI GATONG, 85300","SEGAMAT, 85300","SEGAMAT, JOHOR"
J00244,,,2013,1,"KOT 2386 JLN SRI SELATAN, KG. SRI GAJAH, LABIS","LABIS, 85300","SEGAMAT, JOHOR"
J00245,PERNIAGAAN MINS FAJAR,JM0328188-U,2013,0,NO 18JLN.KG. TENGAH.TMN. FAJAR.KLUANG .JOHOR,"KLUANG, 86000","KLUANG, JOHOR"
J00246,,,2017,0,NO 221 JLN KENANGA. KG MELAYU BATU 4,"PALOH, 86600","KLUANG, JOHOR"
J00247,BIK WA ENTERPRISE,JM0754014-D,2017,0,"NO. 68, KG CHOKRO,","SIMPANG RENGGAM, 86200","KLUANG, JOHOR"
J00248,,,2010,1,"KG TENGAH, LAYANG-LAYANG,","SIMPANG RENGGAM , 86200","KLUANG, JOHOR"
J00249,WAK TUNOT ENTERPRISE,JM0396179-K,2000,40,NO 185 KAMPUNG TENGAH,"KLUANG, 86000","KLUANG, JOHOR"
J00250,ZAFEYLA ENTERPRISE,SA0468350-H,2017,3,"NO 11 JALAN PAGAR, TAMAN JAYA,","SIMPANG RENGGAM, 86200","KLUANG, JOHOR"
J00251,ZAHIRANADILA BINTI ZAIDI,003034669-V,2017,1,"LOT 247, KG. PAYANG KELULUT, MUKIM JABI, 85000 SEGAMAT,JOHOR","SEGAMAT, 85000","SEGAMAT, JOHOR"
J00252,SAUDAGAR ZAINELLA AGRO FARM,UT0025214-X,2013,0,"NO. 31, JALAN AMPANG, KAMPUNG BUKIT TUNGGAL, 85200 SEGAMAT, JOHOR","JEMENTAH, 85200","SEGAMAT, JOHOR"
J00253,ZAI ENGINEERING WORK,,2010,2,"KAMPUNG LUBOK BANDAN , BATU 10  85200 SEGAMAT","JEMENTAH, 85200","SEGAMAT, JOHOR"
J00254,NADI SZZ ENTERPRISE,JR0023863-K,2014,1,"NO. 9, JALAN HANG TUAH, KAMPUNG SG. GATOM, 85300 LABIS, JOHOR.","LABIS, 85300","SEGAMAT, JOHOR"
J00255,NN FASZ ENTERPRISE,MA0195630-D,2010,1,"TAMAN SURIA, 85000 SEGAMAT","SEGAMAT, 85000","SEGAMAT, JOHOR"
J00256,BUMBUN TRADING,002586575-U,,,"NO 50, KAMPUNG BUMBUN,PEKAN JABI, 85000 SEGAMAT","SEGAMAT, 85000","SEGAMAT, JOHOR"
J00257,ZAMZURA BB ENTERPRISE,JR0101684-X,2017,1,"NO 36, KAMPUNG PUTING BALAI BADANG 85100, BULOH KASAP, SEGAMAT, JOHOR.","SEGAMAT, 85100","SEGAMAT, JOHOR"
J00258,,,2015,2,"NO. 23, JALAN MEDOI, KAMPUNG LOGAH 85200 SEGAMAT, JOHOR","JEMENTAH, 85200","SEGAMAT, JOHOR"
J00259,ZARAH BINTI SAMURI,JM0909841-D,2015,0,"NO 21C, LORONG SAMIJOR, KG PALEMBANG BARU,","KLUANG, 86000","KLUANG, JOHOR"
J00260,ZARINA BINTI MOHD ALI,002912106-P,2017,2,NO 13 JALAN KAMPUNG TENGAH,"KLUANG , 86000","KLUANG, JOHOR"
J00261,CEMERLANG BIZGROUP,JM0532493-A,2017,0,"NO 171,JALAN CEKAL 10,TAMAN SRI LAMBAK","KLUANG, 86000","KLUANG, JOHOR"
J00262,ZAWIAH FOOD ENTERPRISE,JM0769189-D,2017,0,"NO11.LORONG 5/1,TAMAN BERTUAH 1","KLUANG, 86000","KLUANG, JOHOR"
J00263,ZH BINAMAJU ENTERPRISE,MA0220925-W,2016,4,"NO 4 JALAN MELOR 5, TAMAN SRI KENANGAN, BATU ANAM, 85000 SEGAMAT, JOHOR","SEGAMAT, 85000","SEGAMAT, JOHOR"
J00264,ZASS XVENTURE,002256261-D,2015,2,"NO 51-A, KAMPUNG KENAWAR, POGOH 2, 85000, SEGAMAT, JOHOR.","SEGAMAT, 85000","SEGAMAT, JOHOR"
J00265,TASEK TRIGONA ENTERPRISE,JR0108577-A,2017,1,"NO. 39 A, KAMPUNG TASEK GEMEREH, 85000 SEGAMAT, JOHOR","SEGAMAT, 85000","SEGAMAT, JOHOR"
J00266,SEMBERONG LAPIS ENTERPRISE,JM0678520-U,2017,3,"NO 29 JALAN ANGGERIK MERAH, TAMAN ANGGERIK MERAH,","KLUANG, 86000","KLUANG, JOHOR"
J00267,ALIF ENGINEERING AND CONSTRUCTION,JM0642632-W,2013,3,"KG BATU 6 ULU BENUT, 86200 SIMPANG RENGGAM","SIMPANG RENGAM, 86200","KLUANG, JOHOR"
J00268,I SITI COLLECTION,JM0515909-T,2013,1,"NO 62, JALAN TEMENGGONG, 86600 PALOH, KLUANG, JOHOR","KLUANG, 86600","KLUANG, JOHOR"
J00269,,,2014,1,"NO 15B, JALAN SIHAT, KG BARU, GSA CHAMEK, 86600 PALOH, KLUANG","KLUANG, 86600","KLUANG, JOHOR"
J00270,BEST KAR,JM0626579-D,2014,2,"NO 14, TINGKAT 1, JALAN PESONA 2, TAMAN PESONA, 86000 KLUANG, JOHOR","KLUANG, 86000","KLUANG, JOHOR"
J00271,PENGELUARAN PRODUK PENGELUARAN PRODUK PERTANIAN AYAM KAMPUNG BERSATU,JR0079642-K,2017,1,"LOT 6156, RANCANGAN PINGGIR, BT 6 KG RAHMAT SRI LALANG, KLUANG, JOHOR","KLUANG, 86600","KLUANG, JOHOR"
J00272,,,2017,1,"NO 173A, JALAN MASID,","KG MELAYU BT 4 PALOH, 86600","KLUANG, JOHOR"
J00273,,,2017,1,"NO 71, JALAN MASID,","KG MELAYU BT 4, PALOH, 86600","KLUANG, JOHOR"
J00274,,,2008,1,KG MELAYU CHAMEK,86600,"KLUANG, JOHOR"
J00275,,,2017,3,FELDA LAYANG-LAYANG,86200,"KLUANG, JOHOR"
J00276,,,2010,2,KG TENGAH,"KLUANG,JOHOR, 86000","KLUANG, JOHOR"
J00277,,,2010,2,"KG. MELAYU BATU 4, PALOH",86600,"KLUANG, JOHOR"
J00278,,,2010,1,"KG MELAYU BATU 4, PALOH",86600,"KLUANG, JOHOR"
J00279,,,2007,1,KG TENGAH LUAR,86000,"KLUANG, JOHOR"
J00280,,,2009,1,"KAMPUNG IBRAHIM MAJID, SIMPANG RENGGAM.",86200,"KLUANG, JOHOR"
J00281,,,2009,1,KOMPLUKS IKS SIMPANG RENGGAM,86200,"KLUANG, JOHOR"
J00282,,,2012,0,"NO.7C, JLN. SEKOLAH BATU 6,","SERI LALANG, 86000 KLUANG. JOHOR, 86000","KLUANG, JOHOR"
J00283,,,2011,2,"KAMPUNG PARIT HASSAN, SIMPANG RENGGAM",86200,"KLUANG, JOHOR"
J00284,,,2012,5,KAMPUNG ISNIN MAAROF. SIMPANG RENGGAM,86200,"KLUANG, JOHOR"
J00285,,,2010,1,"KAMPUNG PERAK, SIMPANG RENGGAM",86200,"KLUANG, JOHOR"
J00286,,,2010,1,KAMPUNG ISNIN MAAROF. SIMPANG RENGGAM,86200,"KLUANG, JOHOR"
M00001,ALIFF KHUZAIRI ENTERPRISE,MA0171719-M,,,"JA 3521, KG BARU NYALAS, 77100 ASAHAN POS, MELAKA.","MELAKA, 77100","JASIN, MELAKA"
M00002,MINMAN CAFÉ,,2019,2,"NO.5, JALAN ANGKASANURI 1, MEDAN SELERA TAMAN ANGKASANURI, DURIAN TUNGGAL, 76100, ALOR GAJAH, MELAKA","MELAKA, 76100","ALOR GAJAH, MELAKA"
M00003,AMRAN GLOBAL ENTERPRISE,MA0182256-W,2013,2,"ST 1939 JLN BIDARA PERMAI 5, TMN BIDARA PERMAI, 78300 MASJID TANAH","MELAKA, 78300","MASJID TANAH, MELAKA"
M00004,TIADA,,,,"KM 23, KG. ULU DUYONG, 77200 BEMBAN, MELAKA.","MELAKA, 77200","JASIN, MELAKA"
M00005,TIADA,,,,"BATU 21 3/4, JALAN BUKIT SENGGEH, SELANDAR, 77500 MELAKA.","MELAKA, 77500","JASIN, MELAKA"
M00006,TIAZFAIQ,,2012,2,"KM2527, JLN SS5, TAMAN SRI SUTERA, 78000, ALOR GAJAH, MELAKA.","MELAKA, 78000","ALOR GAJAH, MELAKA"
M00007,AMAR REZQIN,MA0150027P,2010,2,"T128, JLN KG JAWA3, 78000, ALOR GAJAH, MELAKA","MELAKA, 78000","ALOR GAJAH, MELAKA"
M00008,AZRIANI ENTERPRISE,,2020,1,"KM 30, KPG AYER PASIR MACHAP, DURIAN TUNGGAL, 76100 ALOR GAJAH, MELAKA.",,MELAKA
M00009,FANSURI THREE F ENTERPRISE,MA0120868-T,2007,6,"BATU 14 1/2, KPG KELEMAK DALAM, 78000, ALOR GAJAH, MELAKA.",,MELAKA
M00010,BOMM BOMM CORNER ENTERPRISE,UT0013559-H,,,"BATU 27 1/4, KG. GAPIS, NYALAS, 77100 ASAHAN, MELAKA.",,MELAKA
M00011,FAU SYAH ENTERPRISE,MA0239583-H,2018,2,"BT 28, LORONG AWAL, KG SG BULOH, 78000, ALOR GAJAH, MELAKA.",,MELAKA
M00012,IZZFAZZ RICH ENTERPRISE,,2012,3,"GD 854, JLN SERI PULASAN 1, TAMAN SERI PULASAN, 78000, GADEK, ALOR GAJAH, MELAKA",,MELAKA
M00013,HADIJAH BINTI RAZAK,MA0130303-X,,,"JB 1766, JALAN 3, TAMAN NYALAS BARU, 77100 MELAKA.",,MELAKA
M00014,ABAM BOB TEGUH ENTERPRISE,MA0245617-U,2018,1,"BG 326 INANG SARI 8, DURIAN TUNGGAL, 76100, ALOR GAJAH, MELAKA",,MELAKA
M00015,ANNIE COOKIES DELITE,MA 0143422-H,2010,3,"LOT 188, KPG KEMUNING, 78000, ALOR GAJAH, MELAKA",,MELAKA
M00016,HS ANAK KAMPUNG ENTERPRISE,002156551A,2012,1,"LOT 1110, JLN KG BARU GADEK, 78000, ALOR GAJAH, MELAKA.",,MELAKA
M00017,SI GLOBAL VENTURES,MA0213885-P,,,"LOT A6 (JB 536), BAZAR BEMBAN, 77200 JASIN, MELAKA",,MELAKA
M00018,TIADA,,,,"JB-5401 JALAN JUS PERDANA 4, SELANDAR, MELAKA.",,MELAKA
M00019,MAHANI BINTI MD ALI,MA0124697-U,2008,3,"GD 174, TAMAN MARKISAH, GADEK, 78000, ALOR GAJAH, MELAKA.",,MELAKA
M00020,HEART N ART,NS0019132-H,,,"KM.35, JA 1994, JLN. BKT. SENGGEH, SELANDAR, MELAKA.",,MELAKA
M00022,WANDAH RESOURCES,UT0041550-V,2005,3,"NO 2 GERAI DEPAN PASAR MASJID TANAH,78300 MASJID TANAH.",,MELAKA
M00023,MATSATAY,MA0052907-P,,,"BATU 18, KG. BARU BUKIT SEDANAN, 77500 SELANDAR, MELAKA.",,MELAKA
M00024,SELERA SEDAP PENGKALAN,MA 0075825-U,2018,4,"NO. 5253, BT 16 1/2, KG JELATANG, 78000, ALOR GAJAH, MELAKA",,MELAKA
M00025,MIZIE AZIZ ENT,,2012,2,"BATU 21, KPG AYER PA'ABAS, 78000, ALOR GAJAH, MELAKA",,MELAKA
M00026,TIADA,,,,"J 8063 KM 42, KG. CHABAU, 77100 ASAHAN, MELAKA.",,MELAKA
S00001,SIXTYSIX,00869/2020,2018,2,KG SIM- SIM,"SANDAKAN, 90000","SANDAKAN, SABAH"
S00002,COSY_ACE TRADING,405/2019,2017,4,KG. LINAYUKAN,"TELUPID, 90000","TELUPID, SABAH"
S00003,ATHIYYAH  ENTERPRISE,321/2020,2019,1,KG BAKONG-BAKONG,"BELURAN, 90107","BELURAN, SABAH"
S00004,LOLADIANA ENTERPRISE,33422/2017,2016,3,BANDAR LETAT,"SANDAKAN, 90000","SANDAKAN, SABAH"
S00005,ROSILAWATI ENTERPRISE,0985/2017,2016,4,PULAU TERUSAN BARU,"SANDAKAN, 90000","SANDAKAN, SABAH"
S00006,MAMA FAIZ BAKERY,871/2020,2019,5,KG.USAHA JAYA,"KINABATANGAN, 90200","KINABATANGAN, SABAH"
S00007,,682/2019,2017,4,KG PULAU TERUSAN BARU,"SANDAKAN, 90500","SANDAKAN, SABAH"
S00008,SKY ROSE,1732/2018,2013,2,KG BAKONG-BAKONG ,"SANDAKAN, 90100","SANDAKAN, SABAH"
C00001,,,,,,28740,"BENTONG, PAHANG"
C00002,,,2015,,,28740,"BENTONG, PAHANG"
C00003,,,,,,28740,"BENTONG, PAHANG"
C00004,,,,,,28750,"BENTONG, PAHANG"
C00005,,,,,,28600,"BENTONG , PAHANG"
C00006,,,,,,28740,"BENTONG, PAHANG"
C00007,,,,,,28600,"BENTONG, PAHANG"
C00008,,,,,,28700,"BENTONG, PAHANG"
C00009,,,,,,28740,"BENTONG, PAHANG"
C00010,,,,,,28600,"BENTONG, PAHANG"
C00011,,,,,,28740,"BENTONG, PAHANG"
C00012,,,,,,28700,"BENTONG , PAHANG"
C00013,,,,,,28600,"BENTONG, PAHANG"
C00014,,,,,,28740,"BENTONG, PAHANG"
C00015,,,,,,28740,"BENTONG, PAHANG"
C00016,,,,,,28600,"BENTONG, PAHANG"
C00017,,,,,,28740,"BENTONG, PAHANG"
C00018,,,,,,28600,"BENTONG, PAHANG"
C00019,,,,,,28610,"BENTONG, PAHANG"
C00020,,,,,,28600,"BENTONG, PAHANG"
C00021,,,,,,28740,"BENTONG, PAHANG"
C00022,,,,,,28740,"BENTONG, PAHANG"
C00023,,,,,,28700,"BENTONG , PAHANG"
C00024,,,,,,28740,"BENTONG, PAHANG"
C00025,,,,,,28740,"BENTONG, PAHANG"
C00026,,,,,,28600,"BENTONG, PAHANG"
C00027,,,,,,28800,"BENTONG, PAHANG"
C00028,,,,,,28600,"BENTONG, PAHANG"
C00029,,,,,,28800,"BENTONG , PAHANG"
C00030,,,,,,28740,"BENTONG, PAHANG"
C00031,,,,,,28600,"BENTONG, PAHANG"
C00032,,,,,,28600,"BENTONG, PAHANG"
C00033,,,,,,28600,"BENTONG, PAHANG"
C00034,,,,,,28750,"BENTONG, PAHANG"
C00035,,,,,,28700,"BENTONG , PAHANG"
C00036,,,,,,28800,"BENTONG , PAHANG"
